Frame number	981
First frame	1
Point frequency	200
Analog frequency	1200

Time	L.Trunk			R.Trunk			DistalTrunk			R.UpperArm			R.Elbow			R.Wrist			L.UpperArm			L.Elbow			L.Wrist			R.Crest			R.ASIS			Sacrum			OFFSET			L.ASIS			L.Crest			R.Hip			R.Thigh			R.Knee			R.TibTubercle			R.MidShank			R.DistalShank			R.Heel			R.DistalHeel			R.PosteriorFoot			R.LateralToe			R.Toe			R.MedialToe			L.Hip			L.Thigh			L.Knee			L.TibTubercle			L.MidShank			L.DistalShank			L.Heel			L.DistalHeel			L.PosteriorFoot			L.LateralToe			L.Toe			L.MedialToe		
s	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
3.07083	0.671387	1.09863	0.366211	0.12207	-0.183105	0.427246	0.12207	-0.549316	0.244141	-0.12207	-0.183105	1.09863
3.07167	0.427246	1.15967	0.366211	0.305176	-0.366211	0.854492	0.12207	-0.732422	0.244141	-0.0610352	-0.244141	0.854492
3.0725	0.610352	1.40381	0.183105	-0.0610352	-0.244141	0.366211	-0.183105	-0.793457	0.305176	-0.12207	-0.244141	0.854492
3.07333	0.793457	1.09863	0.305176	0.0610352	-0.183105	0.549316	0.12207	-0.549316	0.244141	-0.12207	-0.0610352	0.976562
3.07417	0.976562	1.2207	0.427246	0.0610352	-0.0610352	0.488281	-0.244141	-0.793457	0.183105	-0.12207	-0.12207	0.915527
3.075	0.915527	1.09863	0.305176	-0.12207	-0.0610352	0.427246	0.183105	-0.732422	0.12207	0.0610352	-0.183105	1.09863
3.07583	0.671387	1.34277	-0	-0	0.12207	0.671387	-0	-0.732422	0.183105	-0	-0.366211	0.854492
3.07667	1.0376	1.2207	0.244141	-0.12207	-0.183105	0.366211	0.12207	-0.488281	0.244141	0.0610352	-0.366211	1.15967
3.0775	0.671387	0.671387	0.244141	-0	-0.183105	0.488281	0.183105	-0.610352	0.183105	-0.366211	-0.366211	1.0376
3.07833	0.549316	1.0376	0.12207	0.0610352	-0.366211	0.549316	0.183105	-0.610352	0.183105	0.0610352	-0.183105	0.854492
3.07917	0.549316	1.09863	-0	0.183105	-0.305176	0.366211	0.183105	-0.366211	0.305176	-0	-0.12207	1.2207
3.08	0.915527	1.2207	0.183105	-0.0610352	-0.183105	0.488281	-0.0610352	-0.854492	0.244141	0.0610352	-0.366211	0.793457
3.08083	0.610352	1.2207	0.244141	0.12207	0.12207	0.305176	0.183105	-0.671387	0.183105	-0.0610352	-0.183105	1.0376
3.08167	0.610352	1.28174	0.244141	0.12207	-0	0.549316	0.183105	-0.915527	0.12207	0.0610352	-0.183105	0.854492
3.0825	0.671387	0.915527	-0.183105	-0	-0.305176	0.427246	-0.183105	-0.793457	0.12207	-0	-0.366211	1.2207
3.08333	0.610352	1.15967	0.0610352	-0.0610352	-0.305176	0.427246	0.0610352	-0.549316	0.366211	-0.366211	-0.0610352	1.09863
3.08417	0.549316	1.15967	0.0610352	0.12207	-0.305176	0.427246	-0.0610352	-0.976562	-0	-0.488281	0.0610352	1.09863
3.085	0.671387	1.15967	0.305176	-0.0610352	-0	0.0610352	-0.0610352	-0.793457	0.305176	-0.0610352	-0.366211	1.15967
3.08583	0.610352	1.15967	0.305176	-0	-0.244141	0.732422	0.183105	-0.671387	-0	-0.12207	0.12207	0.915527
3.08667	0.610352	1.15967	0.488281	-0.0610352	0.12207	0.305176	-0.0610352	-0.854492	-0	0.0610352	-0.244141	1.2207
3.0875	0.671387	1.34277	0.366211	0.488281	0.12207	0.366211	0.0610352	-0.854492	0.12207	-0.0610352	-0.0610352	1.09863
3.08833	1.09863	1.15967	0.12207	0.12207	-0.366211	0.488281	0.12207	-0.671387	0.0610352	-0.0610352	-0.12207	1.0376
3.08917	0.549316	1.28174	0.183105	0.183105	-0.366211	0.671387	0.244141	-0.549316	-0	-0.183105	-0.0610352	0.915527
3.09	0.671387	0.915527	0.244141	0.305176	-0	0.305176	0.183105	-0.671387	0.244141	-0.12207	-0.244141	0.915527
3.09083	0.610352	1.09863	0.366211	-0.12207	-0.366211	0.427246	0.12207	-0.915527	0.183105	0.0610352	-0.427246	1.2207
3.09167	0.549316	0.854492	0.183105	0.12207	-0.610352	0.732422	0.244141	-0.854492	-0.12207	-0.12207	-0.183105	1.15967
3.0925	0.793457	1.40381	0.305176	0.183105	-0.244141	0.732422	0.12207	-0.549316	0.244141	-0	-0.488281	0.976562
3.09333	0.610352	1.2207	0.305176	-0.0610352	-0.183105	0.549316	0.12207	-0.976562	-0	-0.0610352	-0.0610352	0.915527
3.09417	0.610352	1.15967	0.427246	0.12207	-0.427246	0.427246	0.183105	-0.183105	0.183105	-0.12207	-0.0610352	1.09863
3.095	0.976562	0.976562	0.244141	0.12207	-0.183105	0.549316	-0	-0.427246	0.183105	-0.427246	0.0610352	1.34277
3.09583	0.671387	1.0376	0.244141	0.0610352	0.0610352	0.549316	0.0610352	-0.854492	0.183105	-0.0610352	-0.244141	0.854492
3.09667	0.549316	1.09863	0.427246	0.0610352	-0.305176	0.732422	0.244141	-0.244141	0.0610352	-0.183105	-0.183105	1.46484
3.0975	0.854492	1.46484	-0.244141	0.0610352	-0.244141	0.427246	0.183105	-0.854492	0.183105	-0.183105	-0	0.854492
3.09833	0.427246	0.915527	0.549316	-0	-0.0610352	0.366211	-0.183105	-0.732422	0.244141	-0.12207	-0	1.09863
3.09917	0.793457	1.2207	0.244141	-0.0610352	-0.366211	0.427246	0.244141	-0.793457	0.305176	-0.12207	-0.427246	0.915527
3.1	0.793457	1.28174	0.183105	-0.0610352	-0.0610352	0.427246	-0.244141	-0.671387	0.12207	-0.244141	-0	1.15967
3.10083	0.915527	1.09863	0.244141	0.0610352	-0.244141	0.427246	0.12207	-0.671387	-0	-0.244141	-0.12207	1.15967
3.10167	1.2207	1.15967	0.305176	-0	-0.305176	0.488281	-0	-0.732422	0.0610352	0.12207	-0.183105	1.2207
3.1025	0.854492	1.2207	0.12207	-0	0.0610352	0.488281	0.183105	-0.854492	0.183105	-0.183105	-0.244141	1.28174
3.10333	0.366211	1.09863	0.244141	-0.0610352	0.0610352	0.366211	0.12207	-0.671387	0.0610352	-0	-0.183105	0.976562
3.10417	0.671387	1.40381	0.12207	-0.183105	-0.244141	0.549316	0.183105	-0.976562	0.0610352	-0.12207	-0.488281	1.15967
3.105	0.610352	1.46484	0.244141	-0.183105	0.244141	0.488281	0.0610352	-0.610352	0.12207	-0.0610352	-0.12207	0.915527
3.10583	0.671387	1.2207	0.488281	-0.183105	0.0610352	0.244141	-0	-0.671387	0.305176	-0.12207	-0.366211	0.915527
3.10667	0.671387	0.915527	0.366211	0.0610352	-0.183105	0.793457	-0	-0.488281	0.12207	-0.0610352	-0.12207	1.15967
3.1075	0.549316	1.28174	0.305176	-0.183105	-0.183105	0.671387	-0	-0.854492	0.183105	-0.12207	0.0610352	1.15967
3.10833	0.854492	1.34277	0.427246	-0.0610352	-0.427246	0.305176	-0	-0.610352	0.12207	-0.366211	-0.12207	1.34277
3.10917	0.915527	0.976562	0.183105	-0.0610352	-0.183105	0.12207	-0.183105	-0.610352	0.183105	-0.12207	-0.427246	0.732422
3.11	0.610352	1.28174	0.183105	0.12207	0.12207	0.671387	0.12207	-0.793457	0.244141	-0.12207	-0.183105	1.0376
3.11083	0.976562	1.28174	-0	0.12207	-0.244141	0.366211	0.12207	-0.610352	0.12207	-0.0610352	-0.244141	1.28174
3.11167	1.0376	1.09863	0.244141	-0.366211	-0.244141	0.427246	0.244141	-0.610352	0.305176	-0.366211	-0.366211	0.793457
3.1125	0.610352	1.2207	-0	-0.0610352	-0.305176	0.366211	0.244141	-0.854492	-0	-0.366211	-0.183105	1.28174
3.11333	0.610352	1.0376	0.244141	-0.0610352	-0.366211	0.244141	0.0610352	-0.793457	-0.0610352	0.0610352	-0.12207	1.09863
3.11417	0.671387	0.976562	0.244141	-0.12207	-0.366211	0.549316	0.12207	-0.793457	0.366211	-0	-0	1.09863
3.115	0.610352	1.46484	0.549316	-0.0610352	-0	0.366211	0.12207	-0.732422	-0	0.12207	-0.366211	0.915527
3.11583	0.671387	1.09863	0.183105	-0	-0.183105	0.427246	0.244141	-0.610352	-0	-0.366211	-0.183105	0.915527
3.11667	0.915527	1.0376	0.366211	0.0610352	-0.244141	0.366211	0.183105	-0.610352	-0.244141	-0.0610352	0.0610352	1.40381
3.1175	0.549316	1.09863	0.366211	-0.0610352	-0.183105	0.549316	0.183105	-0.610352	-0	-0.0610352	-0.183105	1.15967
3.11833	0.854492	1.2207	0.244141	0.0610352	-0	0.366211	-0	-0.793457	-0	-0.244141	-0.12207	1.09863
3.11917	0.549316	0.915527	0.12207	0.12207	-0.366211	0.427246	0.12207	-0.854492	0.183105	-0.12207	-0.0610352	0.915527
3.12	0.976562	1.2207	0.427246	-0.12207	-0.305176	0.549316	0.244141	-0.915527	0.427246	-0.0610352	-0	1.2207
3.12083	0.488281	1.15967	0.366211	-0.183105	0.0610352	0.488281	0.0610352	-0.671387	-0.0610352	0.244141	-0.427246	0.854492
3.12167	0.671387	1.2207	0.366211	-0	-0.427246	0.427246	-0.0610352	-0.366211	0.244141	-0.0610352	-0.0610352	1.28174
3.1225	0.427246	1.28174	0.366211	0.183105	0.0610352	0.427246	0.366211	-0.610352	0.244141	-0.366211	-0.244141	1.15967
3.12333	0.854492	0.854492	0.0610352	-0	-0.183105	0.366211	0.12207	-0.610352	0.12207	-0.0610352	-0.12207	1.2207
3.12417	0.854492	0.854492	0.244141	-0.0610352	-0.549316	0.488281	0.183105	-0.610352	0.0610352	0.0610352	-0.244141	1.15967
3.125	0.671387	0.915527	0.549316	0.12207	-0.244141	0.366211	0.0610352	-0.854492	-0.0610352	-0.366211	-0.12207	0.793457
3.12583	0.671387	1.34277	0.244141	-0.0610352	-0.305176	0.366211	0.0610352	-0.671387	0.366211	-0.0610352	-0.366211	0.854492
3.12667	0.854492	0.854492	0.244141	-0.0610352	-0	0.488281	0.244141	-0.854492	0.183105	0.0610352	0.0610352	1.34277
3.1275	0.793457	1.09863	-0	0.12207	0.0610352	0.366211	0.0610352	-0.671387	0.12207	-0	-0.183105	0.915527
3.12833	0.793457	0.915527	0.305176	0.0610352	-0.366211	0.366211	0.0610352	-0.671387	0.12207	-0.244141	-0.12207	1.09863
3.12917	0.488281	1.15967	-0.183105	-0	-0.244141	0.427246	0.183105	-0.610352	0.12207	-0	-0.183105	0.915527
3.13	1.09863	0.915527	0.305176	0.0610352	-0.427246	1.09863	0.183105	-0.549316	0.12207	-0.183105	-0.183105	1.0376
3.13083	0.854492	1.15967	0.183105	-0.12207	-0	0.427246	-0.0610352	-0.732422	0.183105	-0	-0.244141	0.976562
3.13167	0.610352	1.28174	0.244141	-0.12207	-0.0610352	0.12207	-0	-0.671387	0.183105	-0	-0.244141	0.732422
3.1325	0.854492	1.0376	0.12207	0.0610352	-0.183105	0.183105	-0	-0.793457	0.0610352	0.0610352	-0.183105	1.09863
3.13333	0.671387	1.28174	0.244141	0.0610352	-0.0610352	0.549316	-0	-0.793457	-0	-0.0610352	-0.183105	1.15967
3.13417	0.671387	0.915527	0.366211	0.12207	0.183105	0.488281	0.244141	-0.549316	0.0610352	0.183105	-0.0610352	1.46484
3.135	0.671387	1.34277	0.183105	-0.366211	0.0610352	0.427246	0.183105	-0.549316	0.488281	-0.12207	-0.244141	1.15967
3.13583	0.854492	0.732422	0.244141	0.12207	-0.366211	0.488281	-0.183105	-0.671387	0.12207	-0.12207	-0	0.854492
3.13667	0.793457	1.0376	0.305176	0.12207	0.12207	0.183105	0.244141	-0.793457	0.244141	-0.488281	0.0610352	1.09863
3.1375	0.427246	1.15967	0.366211	0.12207	-0.366211	0.427246	-0	-0.488281	-0.0610352	0.0610352	0.0610352	0.732422
3.13833	0.793457	1.2207	0.244141	0.12207	-0.366211	0.427246	0.183105	-0.854492	0.0610352	-0.12207	-0.183105	1.09863
3.13917	0.488281	1.2207	0.244141	0.12207	0.0610352	0.366211	-0	-0.793457	-0.0610352	0.183105	-0.12207	1.09863
3.14	0.610352	1.15967	-0.0610352	0.183105	-0.427246	0.427246	-0	-0.793457	0.244141	-0.244141	-0.183105	1.2207
3.14083	0.854492	1.15967	0.183105	0.12207	-0	0.427246	0.183105	-0.610352	0.305176	-0.12207	-0.0610352	1.15967
3.14167	0.793457	0.915527	0.244141	-0.183105	-0.244141	0.427246	0.305176	-0.915527	0.183105	-0.183105	-0.427246	1.0376
3.1425	0.610352	1.15967	-0.0610352	0.0610352	0.0610352	0.793457	-0.0610352	-0.793457	-0.0610352	-0.0610352	-0	0.915527
3.14333	0.549316	1.15967	0.305176	-0.183105	-0.305176	0.488281	0.244141	-0.793457	0.183105	-0.0610352	-0.244141	1.09863
3.14417	0.793457	1.09863	0.488281	-0.12207	-0.427246	0.549316	0.0610352	-0.793457	0.12207	-0.183105	-0.244141	0.610352
3.145	0.671387	1.2207	0.366211	0.12207	-0.305176	0.366211	-0.0610352	-0.671387	0.305176	0.0610352	-0.427246	0.915527
3.14583	0.610352	0.976562	0.244141	0.12207	-0.305176	0.671387	-0.0610352	-0.610352	0.0610352	-0.488281	-0.183105	1.09863
3.14667	0.854492	1.40381	0.244141	-0	-0.0610352	0.305176	0.244141	-0.671387	0.244141	-0.12207	-0.0610352	0.915527
3.1475	0.610352	0.854492	0.305176	-0	-0.305176	0.549316	-0.183105	-0.671387	0.12207	-0.427246	-0.12207	1.2207
3.14833	0.854492	1.15967	0.244141	-0.12207	-0.427246	0.366211	-0	-0.854492	0.183105	0.0610352	-0.244141	0.915527
3.14917	0.549316	1.09863	0.305176	-0.0610352	-0.305176	0.793457	0.305176	-0.671387	0.244141	-0.0610352	-0.244141	1.15967
3.15	0.610352	1.15967	0.12207	-0.0610352	-0.366211	0.427246	-0.244141	-0.549316	0.244141	-0	-0.366211	0.976562
3.15083	0.671387	1.15967	0.366211	-0.12207	-0.305176	0.427246	0.244141	-0.671387	0.0610352	-0.0610352	-0.0610352	0.976562
3.15167	0.610352	0.732422	0.427246	-0.12207	-0	0.549316	-0	-0.915527	0.0610352	-0.244141	0.12207	1.09863
3.1525	0.915527	1.28174	0.12207	-0.12207	0.0610352	0.366211	0.244141	-0.671387	-0	-0.183105	-0.244141	0.976562
3.15333	0.549316	1.15967	0.0610352	-0.183105	-0.183105	0.366211	0.0610352	-0.732422	0.366211	-0.183105	-0.0610352	1.40381
3.15417	0.305176	1.46484	0.427246	-0.183105	-0	0.488281	-0.305176	-0.488281	-0	-0.549316	-0.183105	0.915527
3.155	0.671387	1.40381	0.244141	-0.12207	0.0610352	0.427246	0.183105	-0.427246	0.183105	-0.12207	-0.244141	1.09863
3.15583	0.610352	1.0376	0.183105	-0.12207	-0.366211	0.488281	0.183105	-0.549316	0.244141	0.0610352	-0.183105	1.0376
3.15667	0.610352	1.15967	0.183105	-0.610352	-0	0.488281	0.244141	-0.671387	0.366211	-0.0610352	-0.488281	1.15967
3.1575	0.671387	1.2207	-0.183105	-0	-0	0.366211	0.12207	-0.488281	0.183105	0.12207	-0.0610352	1.0376
3.15833	0.793457	0.915527	0.12207	-0.12207	-0.305176	0.549316	0.244141	-0.549316	0.183105	-0.183105	-0.0610352	1.0376
3.15917	0.610352	1.0376	0.244141	-0.12207	-0	0.427246	0.183105	-0.854492	0.0610352	-0	0.0610352	0.915527
3.16	0.610352	1.0376	0.12207	-0.0610352	0.0610352	0.976562	-0	-0.610352	0.305176	-0	-0.183105	1.28174
3.16083	0.671387	1.09863	0.244141	-0.0610352	-0.183105	0.366211	-0	-0.793457	0.305176	0.0610352	-0.0610352	1.2207
3.16167	0.671387	0.915527	0.366211	0.12207	0.0610352	0.366211	0.12207	-0.610352	0.12207	-0.610352	-0.244141	0.976562
3.1625	0.610352	1.34277	0.244141	0.0610352	0.12207	0.427246	-0.183105	-0.671387	0.0610352	-0.244141	-0.12207	1.15967
3.16333	0.915527	1.09863	0.244141	0.0610352	-0.244141	0.427246	0.183105	-0.793457	-0.0610352	-0.366211	-0.244141	1.40381
3.16417	0.610352	1.40381	0.183105	-0.12207	-0.183105	0.427246	0.244141	-0.610352	0.0610352	-0.0610352	-0.12207	0.732422
3.165	0.610352	1.09863	0.12207	0.12207	-0.244141	0.427246	0.0610352	-0.488281	0.183105	-0.12207	-0.366211	1.15967
3.16583	0.671387	1.09863	0.244141	-0.183105	-0.305176	0.671387	-0.0610352	-0.610352	-0.0610352	0.0610352	-0.183105	1.46484
3.16667	0.610352	1.2207	-0	0.12207	-0.366211	0.488281	0.305176	-0.854492	0.183105	-0.244141	-0.549316	1.0376
3.1675	0.671387	1.09863	-0.183105	0.12207	-0.305176	0.366211	0.183105	-0.549316	0.12207	-0.427246	-0.0610352	0.915527
3.16833	0.793457	1.15967	0.244141	-0.183105	-0.366211	0.305176	0.0610352	-0.793457	-0	0.12207	-0.427246	1.09863
3.16917	0.610352	0.915527	-0.0610352	0.0610352	-0.0610352	0.549316	0.183105	-0.915527	0.12207	-0.12207	-0.183105	1.0376
3.17	0.671387	1.0376	0.183105	0.0610352	-0	0.183105	0.244141	-0.732422	0.183105	-0.366211	-0.244141	1.2207
3.17083	0.610352	0.976562	0.244141	0.12207	-0.244141	0.488281	0.12207	-0.915527	-0	-0	-0.183105	0.976562
3.17167	0.915527	0.610352	0.305176	0.12207	-0.244141	0.488281	-0	-0.549316	0.183105	-0.12207	-0.183105	1.15967
3.1725	0.793457	1.2207	-0	-0.0610352	0.183105	0.488281	-0	-0.915527	0.12207	0.0610352	-0.12207	0.854492
3.17333	0.610352	1.09863	0.183105	0.12207	-0.366211	0.488281	0.244141	-0.549316	0.183105	-0.12207	-0.183105	1.28174
3.17417	0.610352	1.52588	0.244141	-0	-0.305176	0.427246	-0.0610352	-0.854492	-0.0610352	-0.0610352	-0.244141	1.0376
3.175	0.671387	1.15967	0.427246	-0.427246	-0.0610352	0.366211	0.12207	-0.793457	0.244141	-0.549316	0.0610352	0.793457
3.17583	0.915527	1.34277	0.244141	-0.12207	-0.183105	0.488281	0.0610352	-0.976562	0.366211	0.0610352	-0.12207	1.0376
3.17667	0.671387	1.15967	0.427246	-0.366211	-0	0.305176	-0.0610352	-0.854492	-0	-0.244141	-0.610352	1.09863
3.1775	0.488281	1.28174	0.244141	-0	-0.305176	0.305176	0.12207	-0.732422	0.0610352	-0.0610352	-0.183105	0.915527
3.17833	0.915527	0.854492	0.244141	-0	0.12207	0.366211	0.12207	-0.854492	0.183105	-0.12207	-0.244141	0.976562
3.17917	0.610352	1.28174	0.366211	-0.366211	-0.183105	0.549316	0.183105	-0.549316	0.12207	0.183105	-0.12207	0.854492
3.18	0.854492	1.2207	0.0610352	0.12207	-0.244141	0.671387	-0	-0.732422	0.0610352	-0.183105	-0.244141	0.793457
3.18083	0.915527	1.0376	0.488281	-0	-0.671387	0.427246	0.183105	-0.854492	0.0610352	-0	-0.12207	0.976562
3.18167	0.671387	1.28174	0.244141	-0.0610352	-0.305176	0.488281	-0.183105	-0.854492	-0	-0.488281	-0	1.2207
3.1825	0.305176	1.0376	0.366211	0.12207	-0.305176	0.488281	0.244141	-1.0376	0.0610352	-0.183105	0.0610352	1.0376
3.18333	0.915527	1.09863	0.244141	0.0610352	-0.305176	0.366211	0.244141	-0.610352	0.12207	-0.12207	-0.183105	0.915527
3.18417	0.549316	1.2207	0.427246	0.12207	-0.183105	0.12207	-0.305176	-0.854492	0.0610352	-0.12207	-0.366211	0.915527
3.185	0.610352	0.915527	0.427246	-0.12207	-0.366211	0.12207	0.12207	-0.671387	0.0610352	-0.12207	-0.12207	0.793457
3.18583	0.671387	1.0376	0.366211	0.12207	-0	0.427246	-0.0610352	-0.793457	0.244141	-0.366211	-0.0610352	1.0376
3.18667	0.610352	1.2207	0.305176	-0.0610352	-0.610352	0.12207	0.244141	-0.549316	0.0610352	-0.183105	-0.12207	1.09863
3.1875	0.976562	1.2207	0.366211	0.12207	-0.366211	0.793457	0.244141	-0.671387	0.183105	-0.12207	-0.12207	0.976562
3.18833	0.427246	1.15967	0.305176	-0.183105	0.0610352	0.793457	0.244141	-0.671387	0.12207	0.0610352	-0	0.915527
3.18917	0.671387	1.15967	0.366211	0.305176	-0	0.488281	-0.183105	-0.793457	0.183105	-0.183105	-0.0610352	1.09863
3.19	0.671387	1.15967	0.427246	-0.12207	-0.366211	0.427246	-0.244141	-0.732422	0.0610352	-0.0610352	-0.12207	0.793457
3.19083	0.671387	1.28174	0.305176	-0.183105	-0.549316	0.366211	0.244141	-0.366211	0.0610352	0.12207	-0	0.915527
3.19167	0.976562	1.15967	0.427246	-0	-0.427246	0.427246	-0.183105	-0.549316	-0.0610352	-0.0610352	0.0610352	1.15967
3.1925	0.549316	1.28174	0.305176	-0.183105	-0.488281	0.366211	-0.0610352	-0.671387	0.244141	-0.183105	-0.0610352	1.15967
3.19333	1.0376	1.09863	0.427246	-0.305176	-0.305176	0.671387	0.12207	-0.549316	-0	-0.0610352	-0.244141	1.09863
3.19417	0.427246	1.28174	0.244141	0.12207	-0	0.427246	-0.0610352	-0.610352	0.0610352	-0.12207	-0.183105	0.854492
3.195	0.671387	1.15967	0.183105	-0.12207	-0	0.183105	0.244141	-0.549316	0.12207	-0.244141	-0.244141	0.915527
3.19583	0.793457	1.0376	0.183105	-0.0610352	-0.244141	0.793457	0.0610352	-0.488281	0.12207	-0.0610352	-0.366211	1.0376
3.19667	0.915527	1.0376	0.12207	-0.183105	-0.0610352	0.366211	0.244141	-0.793457	0.0610352	-0.0610352	-0.366211	1.09863
3.1975	0.610352	1.09863	-0.183105	0.12207	-0.244141	0.793457	0.0610352	-0.549316	0.0610352	-0.12207	-0.183105	0.915527
3.19833	0.671387	0.976562	0.183105	-0.12207	-0.305176	0.366211	0.0610352	-0.671387	0.244141	-0.183105	-0	1.0376
3.19917	0.915527	0.976562	0.427246	-0.0610352	-0.183105	0.366211	-0	-1.0376	0.427246	0.183105	-0.366211	0.854492
3.2	0.976562	1.15967	0.12207	0.183105	0.0610352	0.244141	-0	-0.915527	0.12207	-0.183105	-0.183105	0.610352
3.20083	0.610352	1.15967	0.244141	0.183105	-0.183105	0.366211	0.244141	-0.793457	0.244141	-0	-0.12207	0.854492
3.20167	0.854492	1.2207	0.366211	-0	-0.366211	0.244141	0.244141	-0.549316	0.244141	-0.244141	-0.0610352	1.2207
3.2025	0.549316	1.28174	0.0610352	0.12207	-0.244141	0.427246	-0.366211	-0.671387	0.0610352	-0	-0.183105	1.15967
3.20333	0.610352	1.2207	0.244141	-0.0610352	-0.244141	0.305176	-0	-0.915527	0.0610352	-0.0610352	-0.244141	1.15967
3.20417	0.976562	0.915527	0.427246	-0	-0.0610352	0.488281	0.183105	-0.854492	0.366211	0.0610352	-0.244141	0.854492
3.205	0.610352	1.2207	-0	0.12207	-0.244141	0.366211	-0	-0.915527	0.183105	-0.183105	-0.12207	1.46484
3.20583	0.610352	1.15967	0.244141	0.0610352	-0.305176	0.488281	-0	-0.488281	0.305176	0.0610352	-0.12207	1.09863
3.20667	0.671387	1.40381	0.183105	-0.183105	0.0610352	0.305176	-0	-0.671387	0.0610352	-0	0.0610352	0.854492
3.2075	0.610352	1.28174	0.183105	-0.12207	-0.0610352	0.488281	0.244141	-0.366211	0.12207	-0.0610352	-0.12207	0.976562
3.20833	0.915527	1.09863	0.244141	-0.0610352	-0.183105	0.427246	0.12207	-0.732422	-0.0610352	-0.183105	-0.244141	1.15967
3.20917	0.671387	0.976562	0.366211	0.183105	-0.244141	0.427246	-0.244141	-0.183105	0.183105	-0.12207	-0.0610352	0.976562
3.21	0.610352	1.15967	0.244141	0.12207	-0.366211	0.427246	-0.244141	-0.427246	0.0610352	0.0610352	-0.366211	0.915527
3.21083	0.549316	1.15967	0.427246	0.12207	-0.305176	0.549316	0.244141	-0.732422	0.244141	-0.244141	-0.366211	0.976562
3.21167	0.976562	0.915527	-0.0610352	0.0610352	-0.305176	0.549316	-0	-0.488281	0.244141	-0.183105	-0.0610352	0.915527
3.2125	0.610352	1.2207	0.244141	0.12207	-0.0610352	0.427246	-0	-0.549316	0.0610352	-0.183105	-0.244141	1.09863
3.21333	0.549316	0.854492	0.244141	-0.0610352	-0.244141	0.183105	0.0610352	-0.732422	-0	-0.0610352	-0.12207	1.15967
3.21417	0.549316	1.2207	0.12207	0.12207	-0.366211	0.549316	0.0610352	-0.671387	0.0610352	-0.12207	-0.183105	1.2207
3.215	0.793457	0.732422	0.244141	-0.183105	-0.366211	0.549316	-0	-0.671387	0.0610352	-0.366211	-0.183105	0.854492
3.21583	0.793457	1.0376	0.305176	-0.0610352	-0.305176	0.366211	0.12207	-0.732422	0.244141	-0	-0.427246	1.2207
3.21667	0.976562	1.0376	0.305176	0.183105	-0.183105	0.427246	-0.183105	-0.915527	0.0610352	-0.244141	-0.488281	0.793457
3.2175	0.793457	1.09863	0.244141	0.0610352	-0.305176	0.12207	-0.0610352	-0.671387	0.183105	-0.244141	-0.183105	1.28174
3.21833	0.671387	1.09863	0.12207	0.183105	-0.244141	0.366211	0.183105	-0.549316	0.183105	-0	-0.244141	0.793457
3.21917	0.488281	0.915527	0.183105	0.12207	-0.183105	0.305176	0.244141	-0.244141	0.244141	0.0610352	-0.12207	0.732422
3.22	0.610352	1.15967	0.244141	-0.366211	-0.183105	0.488281	0.12207	-0.610352	0.183105	-0.12207	-0	0.976562
3.22083	0.427246	1.09863	0.244141	0.0610352	-0.366211	0.366211	0.12207	-0.610352	-0	0.0610352	-0.244141	1.09863
3.22167	0.793457	1.2207	0.427246	0.488281	-0.244141	0.366211	0.12207	-0.732422	0.305176	-0.0610352	-0.366211	0.854492
3.2225	0.488281	1.09863	0.183105	0.12207	0.183105	0.854492	0.183105	-0.427246	0.244141	-0.244141	0.0610352	0.976562
3.22333	0.793457	0.976562	0.305176	-0.183105	-0.427246	0.0610352	0.366211	-0.549316	0.0610352	-0.183105	-0.427246	0.854492
3.22417	0.610352	1.15967	0.12207	0.12207	-0.427246	0.976562	0.244141	-0.732422	0.244141	-0.183105	-0.244141	1.0376
3.225	0.671387	1.0376	0.305176	0.12207	-0.0610352	0.427246	0.12207	-0.976562	0.305176	-0.12207	-0.244141	1.2207
3.22583	0.793457	1.15967	0.305176	-0.0610352	-0.183105	0.244141	-0.0610352	-0.793457	0.244141	-0.366211	-0	0.915527
3.22667	0.976562	0.854492	0.12207	-0.0610352	0.12207	0.793457	-0	-0.610352	0.244141	-0.0610352	-0.183105	0.976562
